,Handle,Title,Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Barcode,Image Src,Image Position,Image Alt Text,code (product.metafields.custom.code),gender_list (product.metafields.custom.gender_list),type1 (product.metafields.custom.type1),type2 (product.metafields.custom.type2),type3 (product.metafields.custom.type3),with_images (product.metafields.custom.with_images),Status
6639,mal-2452-99-59-gold-peach-ss-25,Mal,AKILA EYEWEAR,with_images,False,size,ONE SIZE,color,GOLD / PEACH,2452-99-59-GOLD-PEACH-SS-25-ONE-SIZE-GOLD-PEACH-2700010166793,1179.9,1179.9,'2700010166793,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2452-99-59_GOLD---PEACH_0-01K5V5ZFMQDAF4KN42K0GYSBMF.jpg?v=1763384264,1.0,Product image by Kixbox,2452-99-59-GOLD / PEACH-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,draft
6643,ambrosiana-football-short-ambrosiana-football-short-black-ss-25,AMBROSIANA FOOTBALL SHORT,WASTED PARIS,with_images,True,size,M,color,BLACK,AMBROSIANA-FOOTBALL-SHORT-BLACK-SS-25-M-BLACK-2700009612669,0.0,,'2700009612669,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_WASTED-PARIS_AMBROSIANA_FOOTBALL_SHORT_BLACK_0-01K5V66P3HKNAE65Y3H4X2JDNY.jpg?v=1763384281,1.0,Product image by Kixbox,AMBROSIANA_FOOTBALL_SHORT-BLACK-SS-25,Mens,Shorts,Shorts,Bottoms,True,active
6651,serene-skirt-411550122-fungi-ss-25,SERENE SKIRT,OBEY,no_images,False,size,25,color,FUNGI,411550122-FUNGI-SS-25-25-FUNGI-2700009482316,189.95,379.9,'2700009482316,,,,411550122-FUNGI-SS-25,Womens,Skirt,Skirts,Bottoms,,draft
6654,spikey-legs-6-panel-hat-53375-sand-ss-25,Spikey legs 6 panel hat,BY PARRA,with_images,False,size,ONE SIZE,color,SAND,53375-SAND-SS-25-ONE-SIZE-SAND-2700009542683,429.9,429.9,'2700009542683,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_BY-PARRA_53375_SAND_0-01K5V5CNJPS8NFDVK87FGCNMWJ.jpg?v=1763384273,1.0,Product image by Kixbox,53375-SAND-SS-25,"Mens
Womens",Cap,Headwear,Accessories,True,draft
6658,shift-panel-short-272100058-digital-black-faded-wash-ss-25,SHIFT PANEL SHORT,OBEY,no_images,False,size,27,color,DIGITAL BLACK FADED WASH,272100058-DIGITAL-BLACK-FADED-WASH-SS-25-27-DIGITAL-BLACK-FADED-WASH-2700009480787,479.9,479.9,'2700009480787,,,,272100058-DIGITAL BLACK FADED WASH-SS-25,Womens,Shorts,Shorts,Bottoms,,draft
6662,your-face-long-sleeve-t-shirt-53521-white-ss-25,Your face long sleeve t-shirt,BY PARRA,with_images,False,size,XL,color,WHITE,53521-WHITE-SS-25-XL-WHITE-2700009543000,469.9,469.9,'2700009543000,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_BY-PARRA_53521_WHITE_0-01K5V4M2AMQF2ABTNG0PDG819S.jpg?v=1763384280,1.0,Product image by Kixbox,53521-WHITE-SS-25,Mens,Long Sleeve T-shirt,T-shirt,Light Knitwear,True,draft
6669,daisy-2438-01-01-black-black-ss-25,Daisy,AKILA EYEWEAR,with_images,True,color,BLACK / BLACK,size,ONE SIZE,2438-01-01-BLACK-BLACK-SS-25-ONE-SIZE-BLACK-BLACK-2700010166755,849.9,849.9,'2700010166755,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2438-01-01_BLACK---BLACK_0-01K5V7X716881D7G96DA9X2YVG.jpg?v=1763384261,1.0,Product image by Kixbox,2438-01-01-BLACK / BLACK-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,active
6673,vase-delivery-t-shirt-53205-light-blue-ss-25,Vase delivery t-shirt,BY PARRA,with_images,False,size,M,color,LIGHT BLUE,53205-LIGHT-BLUE-SS-25-M-LIGHT-BLUE-2700009542355,299.9,299.9,'2700009542355,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_BY-PARRA_53205_LIGHT-BLUE_0-01K5V5SSDVVSV94ZBDHJZNQK9E.jpg?v=1763384271,1.0,Product image by Kixbox,53205-LIGHT BLUE-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
6680,ritual-ss-shirt-281210120-digital-black-su-25,RITUAL SS SHIRT,OBEY,with_images,False,size,S,color,DIGITAL BLACK,281210120-DIGITAL-BLACK-SU-25-S-DIGITAL-BLACK-2700009579474,439.9,439.9,'2700009579474,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_281210120_DIGITAL-BLACK_0-01K78XTRDJQ57SFQQAJ39XSV3D.jpg?v=1763384269,1.0,Product image by Kixbox,281210120-DIGITAL BLACK-SU-25,Womens,Short Sleeve Shirt,Shirt,Shirts and Polos,True,draft
6686,smoke-chair-t-shirt-53500-white-ss-25,Smoke chair t-shirt,BY PARRA,with_images,False,size,M,color,WHITE,53500-WHITE-SS-25-M-WHITE-2700009542898,269.9,269.9,'2700009542898,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_BY-PARRA_53500_WHITE_0-01K5V4NMPK65JAXG31R6QMAX4Q.jpg?v=1763384278,1.0,Product image by Kixbox,53500-WHITE-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
6693,mix-type-city-roll-call-268132698-sweet-pea-aw-25,MIX TYPE CITY ROLL CALL,OBEY,with_images,True,size,XS,color,SWEET PEA,268132698-SWEET-PEA-AW-25-XS-SWEET-PEA-2700009837635,0.0,,'2700009837635,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/AW-25_OBEY_268132698_SWEET-PEA_0-01K76WWBT8W8YZYZD43JVNHJPK.jpg?v=1763384268,1.0,Product image by Kixbox,268132698-SWEET PEA-AW-25,Womens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,active
6699,minerva-open-stripe-dress-401500434-olive-su-25,MINERVA OPEN STRIPE DRESS,OBEY,with_images,True,color,OLIVE,size,S,401500434-OLIVE-SU-25-S-OLIVE-2700009579757,479.9,479.9,'2700009579757,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_401500434_OLIVE_0-01K78XVDMKATWZBY601QP1HWD8.jpg?v=1763384270,1.0,Product image by Kixbox,401500434-OLIVE-SU-25,Womens,Dress,Dress,Dresses,True,active
6706,leah-iii-baggy-denim-242010059-black-ash-ss-25,LEAH III BAGGY DENIM,OBEY,with_images,False,color,BLACK ASH,size,25,242010059-BLACK-ASH-SS-25-25-BLACK-ASH-2700009475493,519.9,519.9,'2700009475493,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_242010059_BLACK-ASH_0-01K5V7EJ4Z4ED2E9GY940RC58Z.jpg?v=1763384260,1.0,Product image by Kixbox,242010059-BLACK ASH-SS-25,Womens,Jeans (Baggy fit),Pants,Bottoms,True,draft
6713,originale-6-panel-hat-53555-washed-magenta-ss-25,Originale 6 panel hat,BY PARRA,with_images,True,size,ONE SIZE,color,WASHED MAGENTA,53555-WASHED-MAGENTA-SS-25-ONE-SIZE-WASHED-MAGENTA-2700009543055,429.9,429.9,'2700009543055,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_BY-PARRA_53555_WASHED-MAGENTA_0-01K5V7KC3ZG4A5NQ6HCYHG4CHQ.jpg?v=1763384276,1.0,Product image by Kixbox,53555-WASHED MAGENTA-SS-25,"Mens
Womens",Cap,Headwear,Accessories,True,active
6717,thursday-plaid-short-272100057-charcoal-multi-ss-25,THURSDAY PLAID SHORT,OBEY,no_images,False,size,24,color,CHARCOAL MULTI,272100057-CHARCOAL-MULTI-SS-25-24-CHARCOAL-MULTI-2700009480664,379.9,379.9,'2700009480664,,,,272100057-CHARCOAL MULTI-SS-25,Womens,Shorts,Shorts,Bottoms,,draft
6718,blossom-2515-13-37-havana-green-ss-25,Blossom,AKILA EYEWEAR,with_images,True,color,HAVANA / GREEN,size,ONE SIZE,2515-13-37-HAVANA-GREEN-SS-25-ONE-SIZE-HAVANA-GREEN-2700010166861,949.9,949.9,'2700010166861,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2515-13-37_HAVANA---GREEN_0-01K5TV28G2WGEQANWYEF1ZT8BV.jpg?v=1763384266,1.0,Product image by Kixbox,2515-13-37-HAVANA / GREEN-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,active
6722,ritual-short-272120108-digital-black-su-25,RITUAL SHORT,OBEY,with_images,False,size,S,color,DIGITAL BLACK,272120108-DIGITAL-BLACK-SU-25-S-DIGITAL-BLACK-2700009579276,479.9,479.9,'2700009579276,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_272120108_DIGITAL-BLACK_0-01K78XTHPQ8K842MQHJPXRMK93.jpg?v=1763384270,1.0,Product image by Kixbox,272120108-DIGITAL BLACK-SU-25,Womens,Shorts,Shorts,Bottoms,True,draft
6729,look-at-it-t-shirt-53301-white-ss-25,Look at it t-shirt,BY PARRA,with_images,False,color,WHITE,size,M,53301-WHITE-SS-25-M-WHITE-2700009542522,269.9,269.9,'2700009542522,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_BY-PARRA_53301_WHITE_0-01K5V4KS16P73BFREH8X1KXV7M.jpg?v=1763384273,1.0,Product image by Kixbox,53301-WHITE-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
6735,frazer-woven-181210448-birch-multi-su-25,FRAZER WOVEN,OBEY,with_images,True,size,M,color,BIRCH MULTI,181210448-BIRCH-MULTI-SU-25-M-BIRCH-MULTI-2700009578026,0.0,,'2700009578026,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_181210448_BIRCH-MULTI_0-01K78XSAVGMXV6WY1VMD2MMTD4.jpg?v=1763384257,1.0,Product image by Kixbox,181210448-BIRCH MULTI-SU-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,True,active
6741,frankie-track-sweater-251010071-wine-ss-25,FRANKIE TRACK SWEATER,OBEY,no_images,False,color,WINE,size,M,251010071-WINE-SS-25-M-WINE-2700009476650,539.9,539.9,'2700009476650,,,,251010071-WINE-SS-25,Womens,Knitted Track Jacket,Track Jacket,Sweaters and Sweatshirts,,draft
6744,cascade-2442-01-01-black-black-ss-25,Cascade,AKILA EYEWEAR,with_images,True,color,BLACK / BLACK,size,ONE SIZE,2442-01-01-BLACK-BLACK-SS-25-ONE-SIZE-BLACK-BLACK-2700010166779,949.9,949.9,'2700010166779,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2442-01-01_BLACK---BLACK_0-01K5V7G4P6256A5G95492YZNRD.jpg?v=1763384264,1.0,Product image by Kixbox,2442-01-01-BLACK / BLACK-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,active
6748,eli-ii-denim-pleated-short-272100056-cirrus-ss-25,ELI II DENIM PLEATED SHORT,OBEY,no_images,False,color,CIRRUS,size,26,272100056-CIRRUS-SS-25-26-CIRRUS-2700009480596,399.9,399.9,'2700009480596,,,,272100056-CIRRUS-SS-25,Womens,Denim Shorts,Shorts,Bottoms,,draft
6749,la-chambre-nuit-6-panel-hat-53165-off-white-ss-25,La chambre nuit 6 panel hat,BY PARRA,no_images,False,color,OFF WHITE,size,ONE SIZE,53165-OFF-WHITE-SS-25-ONE-SIZE-OFF-WHITE-2700009542300,449.9,449.9,'2700009542300,,,,53165-OFF WHITE-SS-25,"Mens
Womens",Cap,Headwear,Accessories,,draft
6750,trivia-2519-51-53-oxblood-maroon-ss-25,Trivia,AKILA EYEWEAR,with_images,False,color,OXBLOOD / MAROON,size,ONE SIZE,2519-51-53-OXBLOOD-MAROON-SS-25-ONE-SIZE-OXBLOOD-MAROON-2700010166878,899.9,899.9,'2700010166878,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2519-51-53_OXBLOOD---MAROON_0-01K5V7XMVS07E9MW4EAGQJ94W4.jpg?v=1763384266,1.0,Product image by Kixbox,2519-51-53-OXBLOOD / MAROON-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,draft
6754,silvia-2508-95-01-tortoise-black-ss-25,Silvia,AKILA EYEWEAR,with_images,True,color,TORTOISE / BLACK,size,ONE SIZE,2508-95-01-TORTOISE-BLACK-SS-25-ONE-SIZE-TORTOISE-BLACK-2700010166809,949.9,949.9,'2700010166809,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2508-95-01_TORTOISE---BLACK_0-01K5V4W0R173PQ9S28AB755CK0.jpg?v=1763384262,1.0,Product image by Kixbox,2508-95-01-TORTOISE / BLACK-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,active
6758,archie-woven-181210427-navy-multi-ss-25,ARCHIE WOVEN,OBEY,with_images,True,size,M,color,NAVY MULTI,181210427-NAVY-MULTI-SS-25-M-NAVY-MULTI-2700009472560,199.95,399.9,'2700009472560,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_181210427_NAVY-MULTI_0-01K5V7DAX38STHJTZE6T3VRXPZ.jpg?v=1763384255,1.0,Product image by Kixbox,181210427-NAVY MULTI-SS-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,True,active
6764,midori-slip-skirt-411550125-stripe-multi-su-25,MIDORI SLIP SKIRT,OBEY,with_images,True,size,S,color,STRIPE MULTI,411550125-STRIPE-MULTI-SU-25-S-STRIPE-MULTI-2700009579801,379.9,379.9,'2700009579801,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_411550125_STRIPE-MULTI_0-01K78XW177390T4WEK7RC8AS3A.jpg?v=1763384271,1.0,Product image by Kixbox,411550125-STRIPE MULTI-SU-25,Womens,Skirt,Skirts,Bottoms,True,active
6771,mystery-stripe-carpenter-pant-242020123-dark-grey-multi-ss-25,MYSTERY STRIPE CARPENTER PANT,OBEY,with_images,True,size,26,color,DARK GREY MULTI,242020123-DARK-GREY-MULTI-SS-25-26-DARK-GREY-MULTI-2700009476414,259.95,519.9,'2700009476414,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_242020123_DARK-GREY-MULTI_0-01K5V7XZ2B9KW3KZJ5Y4VR2JN7.jpg?v=1763384265,1.0,Product image by Kixbox,242020123-DARK GREY MULTI-SS-25,Womens,Pants (Regular fit),Pants,Bottoms,True,active
6778,daisy-2438-92-32-tortoise-green-ss-25,Daisy,AKILA EYEWEAR,with_images,True,color,TORTOISE / GREEN,size,ONE SIZE,2438-92-32-TORTOISE-GREEN-SS-25-ONE-SIZE-TORTOISE-GREEN-2700010166762,949.9,949.9,'2700010166762,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2438-92-32_TORTOISE---GREEN_0-01K5V7HGK0DRVPW1E9YD8ENDFZ.jpg?v=1763384264,1.0,Product image by Kixbox,2438-92-32-TORTOISE / GREEN-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,active
6782,billy-mesh-hood-ls-231030132-ink-ss-25,BILLY MESH HOOD LS,OBEY,with_images,False,color,INK,size,S,231030132-INK-SS-25-S-INK-2700009474410,219.95,439.9,'2700009474410,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_231030132_INK_0-01K5V7E9H8XGDBQSSK85TA8CS1.jpg?v=1763384260,1.0,Product image by Kixbox,231030132-INK-SS-25,Womens,Knitted Hooded Sweater,Knitted Wear,Sweaters and Sweatshirts,True,draft
6788,bigwig-denim-shirt-181210425-faded-black-ss-25,BIGWIG DENIM SHIRT,OBEY,no_images,False,color,FADED BLACK,size,M,181210425-FADED-BLACK-SS-25-M-FADED-BLACK-2700009472362,419.9,419.9,'2700009472362,,,,181210425-FADED BLACK-SS-25,Mens,Denim Short Sleeve Shirt,Shirt,Shirts and Polos,,draft
6790,sideline-tank-dress-401500430-wine-ss-25,SIDELINE TANK DRESS,OBEY,no_images,False,color,WINE,size,S,401500430-WINE-SS-25-S-WINE-2700009481739,319.9,319.9,'2700009481739,,,,401500430-WINE-SS-25,Womens,Dress,Dress,Dresses,,draft
6792,leah-iii-baggy-denim-242010059-pepper-ss-25,LEAH III BAGGY DENIM,OBEY,no_images,False,size,26,color,PEPPER,242010059-PEPPER-SS-25-26-PEPPER-2700009475684,519.9,519.9,'2700009475684,,,,242010059-PEPPER-SS-25,Womens,Jeans (Baggy fit),Pants,Bottoms,,draft
6793,leah-iii-baggy-denim-242010059-lucid-ss-25,LEAH III BAGGY DENIM,OBEY,with_images,False,size,26,color,LUCID,242010059-LUCID-SS-25-26-LUCID-2700009475592,519.9,519.9,'2700009475592,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_242010059_LUCID_0-01K5V87NNKGGEX6NFPAN075NHG.jpg?v=1763384263,1.0,Product image by Kixbox,242010059-LUCID-SS-25,Womens,Jeans (Baggy fit),Pants,Bottoms,True,draft
6800,weldon-woven-181210447-navy-multi-su-25,WELDON WOVEN,OBEY,with_images,True,size,XL,color,NAVY MULTI,181210447-NAVY-MULTI-SU-25-XL-NAVY-MULTI-2700009577944,399.9,399.9,'2700009577944,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_181210447_NAVY-MULTI_0-01K78XSNMGY362QG9ECDBHFVMQ.jpg?v=1763384258,1.0,Product image by Kixbox,181210447-NAVY MULTI-SU-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,True,active
6806,eli-ii-denim-pleated-short-272100056-black-ash-ss-25,ELI II DENIM PLEATED SHORT,OBEY,with_images,True,size,26,color,BLACK ASH,272100056-BLACK-ASH-SS-25-26-BLACK-ASH-2700009480503,199.95,399.9,'2700009480503,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_272100056_BLACK-ASH_0-01K5V7J14MZHTF5W1HKEF1GYHR.jpg?v=1763384268,1.0,Product image by Kixbox,272100056-BLACK ASH-SS-25,Womens,Denim Shorts,Shorts,Bottoms,True,active
6813,aura-2308-01-01-black-black-ss-25,Aura,AKILA EYEWEAR,with_images,False,size,ONE SIZE,color,BLACK / BLACK,2308-01-01-BLACK-BLACK-SS-25-ONE-SIZE-BLACK-BLACK-2700010166717,899.9,899.9,'2700010166717,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2308-01-01_BLACK---BLACK_0-01K5V5ZS588XKQ012P59YS57Z7.jpg?v=1763384261,1.0,Product image by Kixbox,2308-01-01-BLACK / BLACK-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,draft
6817,diversion-raglan-tee-ss-231080159-black-ss-25,DIVERSION RAGLAN TEE SS,OBEY,no_images,False,color,BLACK,size,XS,231080159-BLACK-SS-25-XS-BLACK-2700009474601,219.9,219.9,'2700009474601,,,,231080159-BLACK-SS-25,Womens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
6818,stripe-baggy-denim-short-172100094-black-multi-ss-25,STRIPE BAGGY DENIM SHORT,OBEY,with_images,False,size,29,color,BLACK MULTI,172100094-BLACK-MULTI-SS-25-29-BLACK-MULTI-2700009470740,199.95,399.9,'2700009470740,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_172100094_BLACK-MULTI_0-01K5V7XP4MTDM6D82D5BJWCHY1.jpg?v=1763384255,1.0,Product image by Kixbox,172100094-BLACK MULTI-SS-25,Mens,Denim Shorts,Shorts,Bottoms,True,draft
6825,blossom-2515-01-01-black-black-ss-25,Blossom,AKILA EYEWEAR,with_images,True,color,BLACK / BLACK,size,ONE SIZE,2515-01-01-BLACK-BLACK-SS-25-ONE-SIZE-BLACK-BLACK-2700010166854,949.9,949.9,'2700010166854,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2515-01-01_BLACK---BLACK_0-01K5V4JMXXKK2AWAE55QTVWRFE.jpg?v=1763384267,1.0,Product image by Kixbox,2515-01-01-BLACK / BLACK-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,active
6829,harison-woven-181210444-black-su-25,HARISON WOVEN,OBEY,with_images,True,size,S,color,BLACK,181210444-BLACK-SU-25-S-BLACK-2700009577562,499.9,499.9,'2700009577562,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_181210444_BLACK_0-01K78XQ1JEGF82YSTN4FHP0YYS.jpg?v=1763384256,1.0,Product image by Kixbox,181210444-BLACK-SU-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,True,active
6835,bull-dog-hood-211610149-black-ss-25,BULL DOG HOOD,OBEY,with_images,False,size,M,color,BLACK,211610149-BLACK-SS-25-M-BLACK-2700009474076,239.95,479.9,'2700009474076,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_211610149_BLACK_0-01K5V891WV54APSC830RCPYBKM.jpg?v=1763384258,1.0,Product image by Kixbox,211610149-BLACK-SS-25,Womens,Hooded Sweatshirt,Sweatshirt,Sweaters and Sweatshirts,True,draft
6842,eos-2203-01-01-black-black-ss-25,Eos,AKILA EYEWEAR,with_images,True,size,ONE SIZE,color,BLACK / BLACK,2203-01-01-BLACK-BLACK-SS-25-ONE-SIZE-BLACK-BLACK-2700010166694,849.9,849.9,'2700010166694,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2203-01-01_BLACK---BLACK_0-01K5V54QY1WXAB2ZP4NXWKDSZQ.jpg?v=1763384259,1.0,Product image by Kixbox,2203-01-01-BLACK / BLACK-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,active
6846,obey-bizzare-new-visions-168004057-pigment-true-vintage-black-ss-25,OBEY BIZZARE NEW VISIONS,OBEY,no_images,False,size,L,color,PIGMENT TRUE VINTAGE BLACK,168004057-PIGMENT-TRUE-VINTAGE-BLACK-SS-25-L-PIGMENT-TRUE-VINTAGE-BLACK-2700009468396,149.95,299.9,'2700009468396,,,,168004057-PIGMENT TRUE VINTAGE BLACK-SS-25,Mens,Sweater,Knitted Wear,Sweaters and Sweatshirts,,draft
6848,pilar-crochet-ss-251010072-yellow-pear-ss-25,PILAR CROCHET SS,OBEY,no_images,False,color,YELLOW PEAR,size,M,251010072-YELLOW-PEAR-SS-25-M-YELLOW-PEAR-2700009476759,439.9,439.9,'2700009476759,,,,251010072-YELLOW PEAR-SS-25,Womens,Knitted Short Sleeve Shirt,Shirt,Shirts and Polos,,draft
6849,easy-pigment-cotton-nylon-short-172120124-pigment-black-su-25,EASY PIGMENT COTTON NYLON SHORT,OBEY,with_images,True,color,PIGMENT BLACK,size,S,172120124-PIGMENT-BLACK-SU-25-S-PIGMENT-BLACK-2700009577012,379.9,379.9,'2700009577012,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_172120124_PIGMENT-BLACK_0-01K78XP37Q5A549QSQ0GJNJ63X.jpg?v=1763384254,1.0,Product image by Kixbox,172120124-PIGMENT BLACK-SU-25,Mens,Shorts,Shorts,Bottoms,True,active
6856,kinney-woven-181210438-black-multi-ss-25,KINNEY WOVEN,OBEY,no_images,False,size,XL,color,BLACK MULTI,181210438-BLACK-MULTI-SS-25-XL-BLACK-MULTI-2700009473680,199.95,399.9,'2700009473680,,,,181210438-BLACK MULTI-SS-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,,draft
6859,ambre-woven-181210441-white-multi-su-25,AMBRE WOVEN,OBEY,with_images,True,size,S,color,WHITE MULTI,181210441-WHITE-MULTI-SU-25-S-WHITE-MULTI-2700009577418,399.9,399.9,'2700009577418,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_181210441_WHITE-MULTI_0-01K78XQKS1TCZNW3AKM2CVV3JX.jpg?v=1763384256,1.0,Product image by Kixbox,181210441-WHITE MULTI-SU-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,True,active
6865,veil-2509-65-62-sepia-brown-ss-25,Veil,AKILA EYEWEAR,with_images,False,color,SEPIA / BROWN,size,ONE SIZE,2509-65-62-SEPIA-BROWN-SS-25-ONE-SIZE-SEPIA-BROWN-2700010166823,949.9,949.9,'2700010166823,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_AKILA-EYEWEAR_2509-65-62_SEPIA---BROWN_0-01K5V5DEJR0PVBJ1EPMZFZJGVZ.jpg?v=1763384263,1.0,Product image by Kixbox,2509-65-62-SEPIA / BROWN-SS-25,"Mens
Womens",Sunglasses,Other,Accessories,True,draft
6869,obey-bold-icon-face-167924099-pigment-imperial-purple-ss-25,OBEY BOLD ICON FACE,OBEY,no_images,False,color,PIGMENT IMPERIAL PURPLE,size,M,167924099-PIGMENT-IMPERIAL-PURPLE-SS-25-M-PIGMENT-IMPERIAL-PURPLE-2700009467085,119.95,239.9,'2700009467085,,,,167924099-PIGMENT IMPERIAL PURPLE-SS-25,Mens,T-shirt Short Sleeve,T-shirt,Light Knitwear,,draft
6870,jems-woven-181210445-black-multi-su-25,JEMS WOVEN,OBEY,with_images,True,size,L,color,BLACK MULTI,181210445-BLACK-MULTI-SU-25-L-BLACK-MULTI-2700009577739,499.9,499.9,'2700009577739,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_181210445_BLACK-MULTI_0-01K78XPBKVNHGAS3JFHW6KNM5R.jpg?v=1763384255,1.0,Product image by Kixbox,181210445-BLACK MULTI-SU-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,True,active
6876,rizzo-woven-181210434-white-multi-ss-25,RIZZO WOVEN,OBEY,no_images,False,size,M,color,WHITE MULTI,181210434-WHITE-MULTI-SS-25-M-WHITE-MULTI-2700009473314,399.9,399.9,'2700009473314,,,,181210434-WHITE MULTI-SS-25,Mens,Short Sleeve Shirt,Shirt,Shirts and Polos,,draft
6879,oliver-short-172100098-pirate-black-ss-25,OLIVER SHORT,OBEY,no_images,False,size,32,color,PIRATE BLACK,172100098-PIRATE-BLACK-SS-25-32-PIRATE-BLACK-2700009471310,219.95,439.9,'2700009471310,,,,172100098-PIRATE BLACK-SS-25,Mens,Shorts,Shorts,Bottoms,,draft
6885,midori-mesh-ss-231080158-stripe-multi-su-25,MIDORI MESH SS,OBEY,with_images,False,size,XS,color,STRIPE MULTI,231080158-STRIPE-MULTI-SU-25-XS-STRIPE-MULTI-2700009578064,259.9,259.9,'2700009578064,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SU-25_OBEY_231080158_STRIPE-MULTI_0-01K78XT3A2TRTKGND4RWKE2TFM.jpg?v=1763384263,1.0,Product image by Kixbox,231080158-STRIPE MULTI-SU-25,Womens,T-shirt Short Sleeve,T-shirt,Light Knitwear,True,draft
6891,oliver-short-172100098-mermaid-ss-25,OLIVER SHORT,OBEY,with_images,False,size,31,color,MERMAID,172100098-MERMAID-SS-25-31-MERMAID-2700009471211,439.9,439.9,'2700009471211,https://cdn.shopify.com/s/files/1/0685/2925/8577/files/SS-25_OBEY_172100098_MERMAID_0-01K5V4FNHGZ6V4JZKRJQ8C9S9D.jpg?v=1763384253,1.0,Product image by Kixbox,172100098-MERMAID-SS-25,Mens,Shorts,Shorts,Bottoms,True,draft
